	Topic_Num	Topic_Perc_Contrib	Keywords	Text
OLD NEW STREET P/E
Price: $54.65 EPS 2000 N/A $0.30 N/A N/A
52 Wk Ra: $78 - 19 EPS 2001 $0.55E $0.52E $0.56E 105.1
Mkt Cap: $8.1B EPS 2002 $0.77E $0.67E $0.78E 81.6
FY: 12/31 Price Target $49 $49
Rank 2 2
*IDEC quarter consistent with pre-announced numbers. We are adjusting our
model to reflect delayed Zevalin launch.
*IDEC reported 1Q 2001 EPS of $0.12 per share, representing a profit of
$20.8 million. This was consistent with the numbers pre-announced
on April 12th.
*Sales for lead product Rituxan were $168 million in the 1st quarter, making
it the fourth consecutive impressive quarter for the drug.
*IDEC management confirmed that it expects to receive a Complete Review
Letter on Zevalin from the FDA in early May, and it does
not anticipate an invitation to the June advisory panel meeting. We are now
assuming Zevalin launch in 1Q 2002.
*Our EPS forecasts are at $0.52, $0.67, and $0.82 per share in the years
2001-2003, down from $0.55, $0.77 and $0.86. Our EPS
changed because of reductions in our Zevalin forecast and increases in our
expense projections.


David C. Morris
Sr. VP Lehman Brothers
713-652-7112/800-227-4537
dcmorris@lehman.com

Disclosure Legend: A-Lehman Brothers Inc. managed or co-managed within the
past three years a public offering of securities for this company. B-An
employee of Lehman Brothers Inc. is a director of this company. C-Lehman
Brothers Inc. makes a market in the securities of this company. G-The
Lehman Brothers analyst who covers this company also has position in its
securities.
Key to Investment Rankings: This is a guide to expected total return (price
performance plus dividend) relative to the total return of the stock's local
market over the next 12 months. 1 = Strong Buy (expected to outperform the
market by 15 or more percentage points); 2=Buy (expected to outperform
the market by 5-15 percentage points); 3=Market Perform (expected to perform
in line with the market, plus or minus 5 percentage points); 4=Market
Underperform (expected to underperform the market by 5-15 percentage
points); 5=Sell (expected to underperform the market by 15 or more
percentage
points).
This document is for information purposes only. We do not represent that
this information is complete or accurate. All opinions are subject to
change.
The securities mentioned may not be eligible for sale in some states or
countries. This document has been prepared by Lehman Brothers Inc., Member
SIPC, on behalf of Lehman Brothers International (Europe), which is
regulated by the SFA. ?Lehman Brothers, Inc.


------------------------------------------------------------------------------
This message is intended only for the personal and confidential use of the designated recipient(s) named above.  If you are not the intended recipient of this message you are hereby notified that any review, dissemination, distribution or copying of this message is strictly prohibited.  This communication is for information purposes only and should not be regarded as an offer to sell or as a solicitation of an offer to buy any financial product, an official confirmation of any transaction, or as an official statement of Lehman Brothers Inc.  Email transmission cannot be guaranteed to be secure or error-free.  Therefore, we do not represent that this information is complete or accurate and it should not be relied upon as such.  All information is subject to change without notice.


 - MF April 20th 2001.pdf "
12	12.0	0.5532	call, send, forward, meeting, conference, pm, good, discuss, work, attach	"Great
You Are on for the 23
/////////////////////////////////////////////////////////
Shmuel S. Oren, Professor
Dept. of Industrial Engineering
        and Operations Research
4117 Etcheverry Hall
University of California
Berkeley, CA 94720-1777
e-mail: oren@ieor.berkeley.edu
phone: (510) 642-1836 or 5484
Fax:      (510) 642-1403
///////////////////////////////////////////////////////////

----- Original Message -----
From: <Vince.J.Kaminski@enron.com>
To: <OREN@queue.IEOR.Berkeley.EDU>
Cc: <Vince.J.Kaminski@enron.com>
Sent: Friday, September 15, 2000 6:04 PM
Subject: Re: Hello from Vince Kaminski at Enron


>
> Shmuel,
>
> Sorry for not getting back to you earlier.
> If the 23rd of October is still open, I can make the presentation on this
> day.
>
> Vince
>
>
>
>
>
>
> ""Shmuel Oren"" <OREN@IEOR.Berkeley.edu> on 08/30/2000 08:18:15 AM
>
> To:   <Vince.J.Kaminski@enron.com>
> cc:
> Subject:  Re: Hello from Vince Kaminski at Enron
>
>
> Originally you mentioned October 23 so I reserved that week which is still
> open.
> /////////////////////////////////////////////////////////
> Shmuel S. Oren, Professor
> Dept. of Industrial Engineering
>         and Operations Research
> 4117 Etcheverry Hall
> University of California
> Berkeley, CA 94720-1777
> e-mail: oren@ieor.berkeley.edu
> phone: (510) 642-1836 or 5484
> Fax:      (510) 642-1403
> ///////////////////////////////////////////////////////////
>
> ----- Original Message -----
> From: <Vince.J.Kaminski@enron.com>
> To: <OREN@queue.IEOR.Berkeley.EDU>
> Cc: <Vince.J.Kaminski@enron.com>; <Ashley.Baxter@enron.com>;
> <Shirley.Crenshaw@enron.com>
> Sent: Wednesday, August 30, 2000 9:03 AM
> Subject: Re: Hello from Vince Kaminski at Enron
>
>
> >
> > Shmuel,
> >
> > Let's see if we can either rearrange the seminar speakers
> > or change the date of our visit to the campus. Ashley Baxter, our
> > coordinator is very efficient and
> > got a faculty room for a presentation on Monday morning on the 16th.
> >
> > Vince
> >
> >
> >
> >
> >
> >
> > ""Shmuel Oren"" <OREN@IEOR.Berkeley.edu> on 08/29/2000 05:37:33 PM
> >
> > To:   <Vince.J.Kaminski@enron.com>
> > cc:
> > Subject:  Re: Hello from Vince Kaminski at Enron
> >
> >
> > Dear Vince. I spoke too soon. Apparently the seminar slot on the 16 was
> > already filled. I will see if I can switch the speaker for that week to
> the
> > following week. In any case we are on for dinner on the 16.
> > /////////////////////////////////////////////////////////
> > Shmuel S. Oren, Professor
> > Dept. of Industrial Engineering
> >         and Operations Research
> > 4117 Etcheverry Hall
> > University of California
> > Berkeley, CA 94720-1777
> > e-mail: oren@ieor.berkeley.edu
> > phone: (510) 642-1836 or 5484
> > Fax:      (510) 642-1403
> > ///////////////////////////////////////////////////////////
> >
> > ----- Original Message -----
> > From: <Vince.J.Kaminski@enron.com>
> > To: <OREN@queue.IEOR.Berkeley.EDU>
> > Cc: <Vince.J.Kaminski@enron.com>; <Ashley.Baxter@enron.com>
> > Sent: Tuesday, August 29, 2000 5:01 PM
> > Subject: Re: Hello from Vince Kaminski at Enron
> >
> >
> > >
> > > Shmuel,
> > >
> > > The date of our trip to Berkeley has been set. It will be October 16th
> > and
> > > 17th
> > > (Monday and Tuesday).
> > >
> > > I shall be glad to make a presentation on energy derivatives markets
> > > (development of the markets in the US and Europe, valuation
> difficulties,
> > > Enron's role
> > > in developing the forward markets for natural gas and electricity).
> > >
> > > Please, let me know if this topic would be of interest to you. If this
> is
> > > the
> > > case, I shall follow with a title and an abstract.
> > >
> > > By the way, are you free for dinner on Monday?
> > >
> > > Vince
> > >
> > >
> > >
> > >
> > >
> > >
> > > ""Shmuel Oren"" <OREN@IEOR.Berkeley.edu> on 08/24/2000 08:59:38 AM
> > >
> > > To:   ""Vince J Kaminski"" <Vince.J.Kaminski@enron.com>
> > > cc:
> > > Subject:  Re: Hello from Vince Kaminski at Enron
> > >
> > >
> > > Great. Our seminars are 3:30 to 5PM. If it works for you please send
me
> a
> > > title and abstract.
> > > /////////////////////////////////////////////////////////
> > > Shmuel S. Oren, Professor
> > > Dept. of Industrial Engineering
> > >         and Operations Research
> > > 4117 Etcheverry Hall
> > > University of California
> > > Berkeley, CA 94720-1777
> > > e-mail: oren@ieor.berkeley.edu
> > > phone: (510) 642-1836 or 5484
> > > Fax:      (510) 642-1403
> > > ///////////////////////////////////////////////////////////
> > >
> > > ----- Original Message -----
> > > From: ""Vince J Kaminski"" <Vince.J.Kaminski@enron.com>
> > > To: ""Shmuel Oren"" <OREN@queue.IEOR.Berkeley.EDU>
> > > Cc: ""Vince J Kaminski"" <Vince.J.Kaminski@enron.com>; ""Ashley Baxter""
> > > <Ashley.Baxter@enron.com>
> > > Sent: Thursday, August 24, 2000 9:58 AM
> > > Subject: Re: Hello from Vince Kaminski at Enron
> > >
> > >
> > > >
> > > >
> > > > Shmuel,
> > > >
> > > > Thanks for the message. I am working with our recruiter, Ashley
> Baxter,
> > > > to finalize the date of the trip. I shall shoot for October the 23rd
> > > > if this date works for the rest of our team.
> > > >
> > > > Vince
> > > >
> > > >
> > > >
> > > >
> > > >
> > > >
> > > > ""Shmuel Oren"" <OREN@IEOR.Berkeley.edu> on 08/23/2000 11:46:19 AM
> > > >
> > > > To:   Vince J Kaminski/HOU/ECT@ECT
> > > > cc:
> > > > Subject:  Re: Hello from Vince Kaminski at Enron
> > > >
> > > >
> > > >
> > > > Dear Vince.
> > > > I sent you a reply earlier this month but I haven't heard from you
> > about
> > > the
> > > > date of your visit. Our department has a Seminar every Monday. If
you
> > can
> > > > schedule your visit on a Monday I would like to invite you to give a
> > > seminar
> > > > which will be attended by many of our graduate students and faculty
> and
> > > will
> > > > give you an opportunity to tell them about your program. With
> > sufficient
> > > > lead-time I can advertise the seminar in the Hass school to their
> > > financial
> > > > engineering students.
> > > > Shmuel.
> > > > /////////////////////////////////////////////////////////
> > > > Shmuel S. Oren, Professor
> > > > Dept. of Industrial Engineering
> > > >         and Operations Research
> > > > 4117 Etcheverry Hall
> > > > University of California
> > > > Berkeley, CA 94720-1777
> > > > e-mail: oren@ieor.berkeley.edu
> > > > phone: (510) 642-1836 or 5484
> > > > Fax:      (510) 642-1403
> > > > ///////////////////////////////////////////////////////////
> > > >
> > > > ----- Original Message -----
> > > > From: <vkamins@ect.enron.com>
> > > > To: <OREN@queue.IEOR.Berkeley.EDU>; <vkamins@enron.com>;
> > > > <ashley.baxter@enron.com>
> > > > Sent: Tuesday, August 08, 2000 10:59 AM
> > > > Subject: Hello from Vince Kaminski at Enron
> > > >
> > > >
> > > > > Shmuel,
> > > > >
> > > > > I hope you remember me. I visited you together with Aram
> Sogomonian,
> > a
> > > > > good friend of mine, a few years ago. I am currently responsible,
> > among
> > > > > other things, for recruiting graduates with finance and/or
> technical
> > > > > backgrounds at the University of Berkeley. I would be glad to give
> > you
> > > a
> > > > > call and talk more about the details of our program. My colleague,
> > > > > AshleyBaxter, from the Analyst/Associate Program at Enron would
> join
> > me
> > > > > as well.
> > > > >
> > > > > I am sending you a copy of the brochure about the Analyst /
> Associate
> > > > > Program.
> > > > >
> > > > > Vince Kaminski
> > > > >
> > > > >
> > > > > Vincent Kaminski
> > > > > Managing Director - Research
> > > > > Enron Corp.
> > > > > 1400 Smith Street
> > > > > Room EB1962
> > > > > Houston, TX 77002-7361
> > > > >
> > > > > Phone: (713) 853 3848
> > > > > Fax  :  (713) 646 2503
> > > > > E-mail: vkamins@enron.com
> > > > >
> > > >
> > > >
> > > >
> > > >
> > > >
> > > >
> > >
> > >
> > >
> > >
> > >
> > >
> >
> >
> >
> >
> >
> >
>
>
>
>
>
>"
